Generated by http://statistics.gov.scot,2020-09-15T08:56:14+00:00
http://statistics.gov.scot/data/population-estimates-current-geographic-boundaries,Population Estimates (Current Geographic Boundaries)
Reference Period,2018
Age,All
Sex,All
Measure (cell values): ,Count(People)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S01011693,Gartcosh and Marnock - 05,842
http://statistics.gov.scot/id/statistical-geography/S01011694,Gartcosh and Marnock - 06,594
http://statistics.gov.scot/id/statistical-geography/S01011695,Gartcosh and Marnock - 07,1391
http://statistics.gov.scot/id/statistical-geography/S01010113,"Garthamlock, Auchinlea and Gartloch - 01",641
http://statistics.gov.scot/id/statistical-geography/S01010114,"Garthamlock, Auchinlea and Gartloch - 02",721
http://statistics.gov.scot/id/statistical-geography/S01010115,"Garthamlock, Auchinlea and Gartloch - 03",598
http://statistics.gov.scot/id/statistical-geography/S01010116,"Garthamlock, Auchinlea and Gartloch - 04",1175
http://statistics.gov.scot/id/statistical-geography/S01010117,"Garthamlock, Auchinlea and Gartloch - 05",1415
http://statistics.gov.scot/id/statistical-geography/S01006526,Garthdee - 01,920
http://statistics.gov.scot/id/statistical-geography/S01006527,Garthdee - 02,763
http://statistics.gov.scot/id/statistical-geography/S01006528,Garthdee - 03,1178
http://statistics.gov.scot/id/statistical-geography/S01006529,Garthdee - 04,968
http://statistics.gov.scot/id/statistical-geography/S01006530,Garthdee - 05,785
http://statistics.gov.scot/id/statistical-geography/S01006531,Garthdee - 06,924
http://statistics.gov.scot/id/statistical-geography/S01011636,Gartlea - 01,681
http://statistics.gov.scot/id/statistical-geography/S01011637,Gartlea - 02,654
http://statistics.gov.scot/id/statistical-geography/S01011638,Gartlea - 03,473
http://statistics.gov.scot/id/statistical-geography/S01011639,Gartlea - 04,549
http://statistics.gov.scot/id/statistical-geography/S01011640,Gartlea - 05,644
http://statistics.gov.scot/id/statistical-geography/S01009319,Garvock Hill North East,899
http://statistics.gov.scot/id/statistical-geography/S01009317,Garvock Hill South,790
http://statistics.gov.scot/id/statistical-geography/S01009318,Garvock Hill West,562
http://statistics.gov.scot/id/statistical-geography/S01007521,Gatehouse - 01,514
http://statistics.gov.scot/id/statistical-geography/S01007522,Gatehouse - 02,964
http://statistics.gov.scot/id/statistical-geography/S01007523,Gatehouse - 03,541
http://statistics.gov.scot/id/statistical-geography/S01007524,Gatehouse - 04,912
http://statistics.gov.scot/id/statistical-geography/S01007525,Gatehouse - 05,640
http://statistics.gov.scot/id/statistical-geography/S01009676,Gateside Landward,895
http://statistics.gov.scot/id/statistical-geography/S01012289,Gattonside - Darnick - Chiefswood,899
http://statistics.gov.scot/id/statistical-geography/S01009743,Gauldry and Balmerino,920
http://statistics.gov.scot/id/statistical-geography/S01006645,George Street - 01,691
http://statistics.gov.scot/id/statistical-geography/S01006646,George Street - 02,890
http://statistics.gov.scot/id/statistical-geography/S01006647,George Street - 03,604
http://statistics.gov.scot/id/statistical-geography/S01006648,George Street - 04,1608
http://statistics.gov.scot/id/statistical-geography/S01006649,George Street - 05,946
http://statistics.gov.scot/id/statistical-geography/S01006650,George Street - 06,762
http://statistics.gov.scot/id/statistical-geography/S01006651,George Street - 07,753
http://statistics.gov.scot/id/statistical-geography/S01006652,George Street - 08,761
http://statistics.gov.scot/id/statistical-geography/S01007605,Georgetown - 01,771
http://statistics.gov.scot/id/statistical-geography/S01007606,Georgetown - 02,612
http://statistics.gov.scot/id/statistical-geography/S01007607,Georgetown - 03,633
http://statistics.gov.scot/id/statistical-geography/S01007608,Georgetown - 04,746
http://statistics.gov.scot/id/statistical-geography/S01009667,Giffordtown to Lathrisk,545
http://statistics.gov.scot/id/statistical-geography/S01008547,Gilmerton South and the Murrays - 01,1006
http://statistics.gov.scot/id/statistical-geography/S01008548,Gilmerton South and the Murrays - 02,857
http://statistics.gov.scot/id/statistical-geography/S01008549,Gilmerton South and the Murrays - 03,1330
http://statistics.gov.scot/id/statistical-geography/S01012429,Girvan Ailsa - 01,574
http://statistics.gov.scot/id/statistical-geography/S01012430,Girvan Ailsa - 02,590
http://statistics.gov.scot/id/statistical-geography/S01012431,Girvan Ailsa - 03,888
http://statistics.gov.scot/id/statistical-geography/S01012432,Girvan Ailsa - 04,685
http://statistics.gov.scot/id/statistical-geography/S01012433,Girvan Ailsa - 05,502
http://statistics.gov.scot/id/statistical-geography/S01012424,Girvan Glendoune - 01,901
http://statistics.gov.scot/id/statistical-geography/S01012425,Girvan Glendoune - 02,591
http://statistics.gov.scot/id/statistical-geography/S01012426,Girvan Glendoune - 03,466
http://statistics.gov.scot/id/statistical-geography/S01012427,Girvan Glendoune - 04,587
http://statistics.gov.scot/id/statistical-geography/S01012428,Girvan Glendoune - 05,671
http://statistics.gov.scot/id/statistical-geography/S01010388,Glasgow Harbour and Partick South - 01,966
http://statistics.gov.scot/id/statistical-geography/S01010389,Glasgow Harbour and Partick South - 02,1399
http://statistics.gov.scot/id/statistical-geography/S01010390,Glasgow Harbour and Partick South - 03,1095
http://statistics.gov.scot/id/statistical-geography/S01010391,Glasgow Harbour and Partick South - 04,834
http://statistics.gov.scot/id/statistical-geography/S01010392,Glasgow Harbour and Partick South - 05,1026
http://statistics.gov.scot/id/statistical-geography/S01012699,"Glassford, Quarter and Allanton - 01",1070
http://statistics.gov.scot/id/statistical-geography/S01012700,"Glassford, Quarter and Allanton - 02",841
http://statistics.gov.scot/id/statistical-geography/S01012701,"Glassford, Quarter and Allanton - 03",1153
http://statistics.gov.scot/id/statistical-geography/S01012702,"Glassford, Quarter and Allanton - 04",1032
http://statistics.gov.scot/id/statistical-geography/S01009431,Glencraig Landward,673
http://statistics.gov.scot/id/statistical-geography/S01011876,"Glenfarg, Dunning and Rhynd - 01",987
http://statistics.gov.scot/id/statistical-geography/S01011877,"Glenfarg, Dunning and Rhynd - 02",566
http://statistics.gov.scot/id/statistical-geography/S01011878,"Glenfarg, Dunning and Rhynd - 03",1949
http://statistics.gov.scot/id/statistical-geography/S01011879,"Glenfarg, Dunning and Rhynd - 04",571
http://statistics.gov.scot/id/statistical-geography/S01011880,"Glenfarg, Dunning and Rhynd - 05",609
http://statistics.gov.scot/id/statistical-geography/S01007547,Glenkens - 01,555
http://statistics.gov.scot/id/statistical-geography/S01007548,Glenkens - 02,693
http://statistics.gov.scot/id/statistical-geography/S01007549,Glenkens - 03,676
http://statistics.gov.scot/id/statistical-geography/S01007550,Glenkens - 04,926
http://statistics.gov.scot/id/statistical-geography/S01007551,Glenkens - 05,874
http://statistics.gov.scot/id/statistical-geography/S01011683,Glenmavis and Greengairs - 01,1552
http://statistics.gov.scot/id/statistical-geography/S01011684,Glenmavis and Greengairs - 02,550
http://statistics.gov.scot/id/statistical-geography/S01011685,Glenmavis and Greengairs - 03,865
http://statistics.gov.scot/id/statistical-geography/S01011686,Glenmavis and Greengairs - 04,752
http://statistics.gov.scot/id/statistical-geography/S01011687,Glenmavis and Greengairs - 05,795
http://statistics.gov.scot/id/statistical-geography/S01011688,Glenmavis and Greengairs - 06,1347
http://statistics.gov.scot/id/statistical-geography/S01012250,Glentress and Manor Valley,921
http://statistics.gov.scot/id/statistical-geography/S01009980,Glenwood North - 01,778
http://statistics.gov.scot/id/statistical-geography/S01009981,Glenwood North - 02,662
http://statistics.gov.scot/id/statistical-geography/S01009982,Glenwood North - 03,960
http://statistics.gov.scot/id/statistical-geography/S01009983,Glenwood North - 04,650
http://statistics.gov.scot/id/statistical-geography/S01009984,Glenwood North - 05,705
http://statistics.gov.scot/id/statistical-geography/S01009985,Glenwood North - 06,623
http://statistics.gov.scot/id/statistical-geography/S01009973,Glenwood South - 01,690
http://statistics.gov.scot/id/statistical-geography/S01009974,Glenwood South - 02,659
http://statistics.gov.scot/id/statistical-geography/S01009975,Glenwood South - 03,802
http://statistics.gov.scot/id/statistical-geography/S01009976,Glenwood South - 04,460
http://statistics.gov.scot/id/statistical-geography/S01009977,Glenwood South - 05,883
http://statistics.gov.scot/id/statistical-geography/S01009978,Glenwood South - 06,984
http://statistics.gov.scot/id/statistical-geography/S01009979,Glenwood South - 07,511
http://statistics.gov.scot/id/statistical-geography/S01010023,Gorbals and Hutchesontown - 01,650
http://statistics.gov.scot/id/statistical-geography/S01010024,Gorbals and Hutchesontown - 02,839
http://statistics.gov.scot/id/statistical-geography/S01010025,Gorbals and Hutchesontown - 03,546
http://statistics.gov.scot/id/statistical-geography/S01010026,Gorbals and Hutchesontown - 04,956
http://statistics.gov.scot/id/statistical-geography/S01010027,Gorbals and Hutchesontown - 05,965
http://statistics.gov.scot/id/statistical-geography/S01010028,Gorbals and Hutchesontown - 06,703
http://statistics.gov.scot/id/statistical-geography/S01010029,Gorbals and Hutchesontown - 07,661
http://statistics.gov.scot/id/statistical-geography/S01010030,Gorbals and Hutchesontown - 08,860
http://statistics.gov.scot/id/statistical-geography/S01012304,Gordon and Hume Area,1096
http://statistics.gov.scot/id/statistical-geography/S01011040,Gorebridge and Middleton - 01,724
http://statistics.gov.scot/id/statistical-geography/S01011041,Gorebridge and Middleton - 02,764
http://statistics.gov.scot/id/statistical-geography/S01011042,Gorebridge and Middleton - 03,765
http://statistics.gov.scot/id/statistical-geography/S01011043,Gorebridge and Middleton - 04,693
http://statistics.gov.scot/id/statistical-geography/S01011044,Gorebridge and Middleton - 05,684
http://statistics.gov.scot/id/statistical-geography/S01008497,Gorgie East - 01,944
http://statistics.gov.scot/id/statistical-geography/S01008498,Gorgie East - 02,899
http://statistics.gov.scot/id/statistical-geography/S01008499,Gorgie East - 03,1048
http://statistics.gov.scot/id/statistical-geography/S01008500,Gorgie East - 04,476
http://statistics.gov.scot/id/statistical-geography/S01008501,Gorgie East - 05,664
http://statistics.gov.scot/id/statistical-geography/S01008492,Gorgie West - 01,1383
http://statistics.gov.scot/id/statistical-geography/S01008493,Gorgie West - 02,1166
http://statistics.gov.scot/id/statistical-geography/S01008494,Gorgie West - 03,1013
http://statistics.gov.scot/id/statistical-geography/S01008495,Gorgie West - 04,1007
http://statistics.gov.scot/id/statistical-geography/S01008496,Gorgie West - 05,1041
http://statistics.gov.scot/id/statistical-geography/S01010842,"Gourock Central, Upper East and IRH - 01",865
http://statistics.gov.scot/id/statistical-geography/S01010843,"Gourock Central, Upper East and IRH - 02",592
http://statistics.gov.scot/id/statistical-geography/S01010844,"Gourock Central, Upper East and IRH - 03",631
http://statistics.gov.scot/id/statistical-geography/S01010845,"Gourock Central, Upper East and IRH - 04",569
http://statistics.gov.scot/id/statistical-geography/S01010846,"Gourock Central, Upper East and IRH - 05",690
http://statistics.gov.scot/id/statistical-geography/S01010847,"Gourock Central, Upper East and IRH - 06",582
http://statistics.gov.scot/id/statistical-geography/S01010863,"Gourock East, Greenock West and Lyle Road - 01",789
http://statistics.gov.scot/id/statistical-geography/S01010864,"Gourock East, Greenock West and Lyle Road - 02",541
http://statistics.gov.scot/id/statistical-geography/S01010865,"Gourock East, Greenock West and Lyle Road - 03",705
http://statistics.gov.scot/id/statistical-geography/S01010866,"Gourock East, Greenock West and Lyle Road - 04",701
http://statistics.gov.scot/id/statistical-geography/S01010867,"Gourock East, Greenock West and Lyle Road - 05",642
http://statistics.gov.scot/id/statistical-geography/S01010868,"Gourock East, Greenock West and Lyle Road - 06",823
http://statistics.gov.scot/id/statistical-geography/S01010869,"Gourock East, Greenock West and Lyle Road - 07",715
http://statistics.gov.scot/id/statistical-geography/S01010836,Gourock Upper and West Central and Upper Larkfield - 01,755
http://statistics.gov.scot/id/statistical-geography/S01010837,Gourock Upper and West Central and Upper Larkfield - 02,666
http://statistics.gov.scot/id/statistical-geography/S01010838,Gourock Upper and West Central and Upper Larkfield - 03,814
http://statistics.gov.scot/id/statistical-geography/S01010839,Gourock Upper and West Central and Upper Larkfield - 04,715
http://statistics.gov.scot/id/statistical-geography/S01010840,Gourock Upper and West Central and Upper Larkfield - 05,457
http://statistics.gov.scot/id/statistical-geography/S01010841,Gourock Upper and West Central and Upper Larkfield - 06,701
http://statistics.gov.scot/id/statistical-geography/S01009841,Govan and Linthouse - 01,862
http://statistics.gov.scot/id/statistical-geography/S01009842,Govan and Linthouse - 02,765
http://statistics.gov.scot/id/statistical-geography/S01009843,Govan and Linthouse - 03,716
http://statistics.gov.scot/id/statistical-geography/S01009844,Govan and Linthouse - 04,916
http://statistics.gov.scot/id/statistical-geography/S01009845,Govan and Linthouse - 05,941
http://statistics.gov.scot/id/statistical-geography/S01009846,Govan and Linthouse - 06,1060
http://statistics.gov.scot/id/statistical-geography/S01009847,Govan and Linthouse - 07,818
http://statistics.gov.scot/id/statistical-geography/S01009894,Govanhill East and Aikenhead - 01,903
http://statistics.gov.scot/id/statistical-geography/S01009895,Govanhill East and Aikenhead - 02,756
http://statistics.gov.scot/id/statistical-geography/S01009896,Govanhill East and Aikenhead - 03,1184
http://statistics.gov.scot/id/statistical-geography/S01009897,Govanhill East and Aikenhead - 04,969
http://statistics.gov.scot/id/statistical-geography/S01009898,Govanhill East and Aikenhead - 05,714
http://statistics.gov.scot/id/statistical-geography/S01009887,Govanhill West - 01,932
http://statistics.gov.scot/id/statistical-geography/S01009888,Govanhill West - 02,755
http://statistics.gov.scot/id/statistical-geography/S01009889,Govanhill West - 03,877
http://statistics.gov.scot/id/statistical-geography/S01009890,Govanhill West - 04,639
http://statistics.gov.scot/id/statistical-geography/S01009891,Govanhill West - 05,828
